,acc,val_acc,loss,val_loss
0,0.8764515519142151,0.902851939201355,0.2853240668773651,0.23571309447288513
1,0.9253891706466675,0.7953869104385376,0.1876516342163086,0.45625460147857666
2,0.9417509436607361,0.7446426749229431,0.14929090440273285,1.2688239812850952
3,0.9536473155021667,0.9063287973403931,0.12104406952857971,0.3200736343860626
4,0.9617713689804077,0.7615498304367065,0.10097039490938187,1.2107170820236206
5,0.9688898921012878,0.9271446466445923,0.08231078833341599,0.21265001595020294
6,0.9730712175369263,0.8009771704673767,0.0703827366232872,0.759621798992157
7,0.9765765070915222,0.9426655769348145,0.061749279499053955,0.1690124273300171
8,0.9789057970046997,0.8868310451507568,0.055207617580890656,0.3879925012588501
9,0.9815759658813477,0.8300874829292297,0.0492345467209816,0.6996960043907166
10,0.982990562915802,0.9355300664901733,0.045279208570718765,0.23731248080730438
11,0.9842858910560608,0.8918532133102417,0.041742369532585144,0.381247878074646
12,0.9855300784111023,0.9066924452781677,0.037981629371643066,0.45553991198539734
13,0.9861549735069275,0.8809680938720703,0.03673109412193298,0.45700374245643616
14,0.9870526194572449,0.9213953018188477,0.035134173929691315,0.24330639839172363
