,acc,val_acc,loss,val_loss
0,0.7743778824806213,0.8033632636070251,0.45774567127227783,0.46337366104125977
1,0.8110442161560059,0.8237472772598267,0.4063531458377838,0.37480616569519043
2,0.827707052230835,0.8422452211380005,0.3774378001689911,0.37291327118873596
3,0.8358936309814453,0.8331780433654785,0.36453890800476074,0.3531892001628876
4,0.8403136134147644,0.8433132767677307,0.3543071448802948,0.34028175473213196
5,0.8459038734436035,0.8482672572135925,0.3431476056575775,0.3458532691001892
6,0.8509373664855957,0.8633109927177429,0.3325091302394867,0.328456848859787
7,0.8564424514770508,0.86735600233078,0.32279717922210693,0.3259000778198242
8,0.8604363203048706,0.8643335700035095,0.3135565519332886,0.30521640181541443
9,0.8637598156929016,0.8744460940361023,0.30614665150642395,0.3078203797340393
10,0.8682308793067932,0.8591750860214233,0.29840347170829773,0.31089988350868225
11,0.8709123730659485,0.8771048784255981,0.293524831533432,0.29173144698143005
12,0.8747642040252686,0.8551982641220093,0.2862311601638794,0.30251771211624146
13,0.8762868046760559,0.8830814957618713,0.28273090720176697,0.2994895577430725
14,0.8789512515068054,0.8703556656837463,0.2779219150543213,0.2898455560207367
15,0.8818941116333008,0.8823542594909668,0.2717061936855316,0.28011900186538696
16,0.8844960927963257,0.8708328604698181,0.26762402057647705,0.2781045138835907
17,0.8857402801513672,0.873741626739502,0.26409003138542175,0.28227344155311584
18,0.887302577495575,0.8911032676696777,0.2611662745475769,0.28089481592178345
19,0.8889046907424927,0.8824451565742493,0.258425772190094,0.2899404764175415
20,0.8916884660720825,0.8903306722640991,0.2539582848548889,0.2548336088657379
21,0.892239511013031,0.868901252746582,0.25188711285591125,0.2760874927043915
22,0.8948017358779907,0.8891262412071228,0.24772489070892334,0.2691621482372284
23,0.8948414921760559,0.8834450840950012,0.24547861516475677,0.26301079988479614
24,0.8968583345413208,0.8893307447433472,0.24250254034996033,0.253055214881897
