,acc,val_acc,loss,val_loss
0,0.7754289507865906,0.7941142916679382,0.46284353733062744,0.43228647112846375
1,0.7999886274337769,0.7988637685775757,0.4256046414375305,0.41908004879951477
2,0.8132030367851257,0.8254970908164978,0.40075427293777466,0.3915833830833435
3,0.8241563439369202,0.8345187902450562,0.37775683403015137,0.37711846828460693
4,0.8333144187927246,0.8358141183853149,0.3595346212387085,0.3608815670013428
5,0.8428587913513184,0.8467901349067688,0.34250518679618835,0.3486202657222748
6,0.8505396842956543,0.846494734287262,0.3263274133205414,0.351680725812912
7,0.8584422469139099,0.8426997065544128,0.31221339106559753,0.35138145089149475
8,0.8637540936470032,0.8519032001495361,0.2999025881290436,0.355233758687973
9,0.8689808249473572,0.8551755547523499,0.2896554172039032,0.3274793326854706
10,0.8750482797622681,0.8295193910598755,0.2780039310455322,0.37516337633132935
11,0.8805363178253174,0.8561527132987976,0.2671092450618744,0.3372246325016022
12,0.8875355124473572,0.8530166745185852,0.2553431987762451,0.338248610496521
13,0.893824577331543,0.8507669568061829,0.24371305108070374,0.3570868670940399
14,0.8996931910514832,0.8507442474365234,0.2304292768239975,0.3624294102191925
15,0.9059538841247559,0.8434041738510132,0.21799975633621216,0.37467125058174133
16,0.9128678441047668,0.852698564529419,0.20445452630519867,0.3905841112136841
17,0.9206794500350952,0.8479945659637451,0.19021080434322357,0.3976815938949585
18,0.9270878434181213,0.8456538915634155,0.17648203670978546,0.4200300872325897
19,0.9347233176231384,0.8423588275909424,0.161437526345253,0.4476218521595001
20,0.941489577293396,0.8397000432014465,0.14635656774044037,0.4751722514629364
21,0.9492046236991882,0.8434041738510132,0.1306900680065155,0.5093721151351929
22,0.9560902118682861,0.8400181531906128,0.11453407257795334,0.5523936152458191
23,0.9629985094070435,0.8398818373680115,0.10056706517934799,0.5794625282287598
24,0.9694523215293884,0.8362004160881042,0.08580154925584793,0.6299991011619568
