,acc,val_acc,loss,val_loss
0,0.6754345893859863,0.7590046525001526,0.5173931121826172,0.49332213401794434
1,0.7822463512420654,0.7958868145942688,0.4634772539138794,0.4498218297958374
2,0.7955857515335083,0.7944324612617493,0.43837815523147583,0.4287026524543762
3,0.8069764971733093,0.8136121034622192,0.41523897647857666,0.42354616522789
4,0.813896119594574,0.8090217113494873,0.40167972445487976,0.41428086161613464
5,0.8185490369796753,0.8133848309516907,0.3903319239616394,0.4169729948043823
6,0.8255538940429688,0.8116804957389832,0.3771205544471741,0.4205990433692932
7,0.8333257436752319,0.7973412275314331,0.3627800941467285,0.43481525778770447
8,0.8391546607017517,0.8106351494789124,0.34815409779548645,0.4510784447193146
9,0.8469492197036743,0.7897284626960754,0.3344430923461914,0.4752890169620514
10,0.8554368615150452,0.790501058101654,0.31909647583961487,0.4933503568172455
11,0.8637540936470032,0.806272029876709,0.3036402761936188,0.46124881505966187
12,0.8706283569335938,0.7970003485679626,0.2898283302783966,0.5128755569458008
13,0.8779513835906982,0.7886604070663452,0.274817556142807,0.5494054555892944
14,0.8865640163421631,0.7961822748184204,0.26091715693473816,0.5469364523887634
15,0.8925803899765015,0.7932735085487366,0.24706187844276428,0.5806509852409363
16,0.8991535305976868,0.790751039981842,0.2342524528503418,0.6565143465995789
17,0.9042893052101135,0.7819111347198486,0.22335287928581238,0.7135220766067505
18,0.9092091917991638,0.792978048324585,0.21231302618980408,0.6711541414260864
19,0.9146517515182495,0.7873877882957458,0.20114748179912567,0.7252561450004578
20,0.9194352626800537,0.784410834312439,0.19037693738937378,0.7475154399871826
21,0.9229519367218018,0.7805930972099304,0.18261229991912842,0.7645233869552612
22,0.9267128705978394,0.7771389484405518,0.1746511459350586,0.8759737610816956
23,0.9307237863540649,0.7850016951560974,0.16645368933677673,0.8556616306304932
24,0.9335700273513794,0.7774798274040222,0.15976974368095398,0.8819360733032227
