,acc,val_acc,loss,val_loss
0,0.7708157896995544,0.8067719340324402,0.46559593081474304,0.4344330132007599
1,0.8015282154083252,0.8034995794296265,0.41942158341407776,0.39865848422050476
2,0.8228042125701904,0.8265424370765686,0.38463136553764343,0.3774583041667938
3,0.831865668296814,0.8195205330848694,0.36809155344963074,0.37371987104415894
4,0.8367457985877991,0.8466310501098633,0.3575723469257355,0.37003326416015625
5,0.8420406579971313,0.8439268469810486,0.34831392765045166,0.3634801506996155
6,0.8469037413597107,0.8509487509727478,0.3389964699745178,0.3275078535079956
7,0.8497557044029236,0.82756507396698,0.3322893977165222,0.34339478611946106
8,0.8528633117675781,0.8557436466217041,0.32608839869499207,0.32232987880706787
9,0.8566810488700867,0.8596750497817993,0.3194645941257477,0.3171708285808563
10,0.8605101704597473,0.8521077036857605,0.31269606947898865,0.3175228238105774
11,0.8629076480865479,0.8642199635505676,0.3085818886756897,0.3131560981273651
12,0.8660436272621155,0.8640154600143433,0.3017027676105499,0.31249794363975525
13,0.8687308430671692,0.8648108243942261,0.2962969243526459,0.29937729239463806
14,0.8725429177284241,0.8645154237747192,0.2920747995376587,0.307367742061615
15,0.8737359642982483,0.8764458298683167,0.2881823182106018,0.292879194021225
16,0.8763777017593384,0.8711510300636292,0.2847578525543213,0.28595593571662903
17,0.8782922625541687,0.8682649731636047,0.27989402413368225,0.2877376079559326
18,0.8802977204322815,0.8782411217689514,0.2762792706489563,0.278214693069458
19,0.8822804093360901,0.8739916086196899,0.2726382613182068,0.3036649227142334
20,0.8837007284164429,0.8699693083763123,0.2704211175441742,0.2846827507019043
21,0.8846437931060791,0.8869446516036987,0.2684875726699829,0.2696041762828827
22,0.885717511177063,0.8766049146652222,0.2646953761577606,0.27864381670951843
23,0.8860129714012146,0.8851039409637451,0.2636416554450989,0.2682918310165405
24,0.8880070447921753,0.8805363178253174,0.2602614760398865,0.29233455657958984
